name;model;spec_name;spec_value;spec_value_US;spec_value_INT
EJ Articulated;730;Front Axle - Loaded;35009 lb 15880 kg;['35009', 'lb'];['15880', 'kg']
EJ Articulated;730;Center Axle - Empty;12214 lb 5540 kg;['12214', 'lb'];['5540', 'kg']
EJ Articulated;730;Total - Rated Load;59745 lb 27100 kg;['59745', 'lb'];['27100', 'kg']
EJ Articulated;730;Front Axle - Empty;34723 lb 15750 kg;['34723', 'lb'];['15750', 'kg']
EJ Articulated;730;Total - Empty;58643 lb 26600 kg;['58643', 'lb'];['26600', 'kg']
EJ Articulated;730;Rear Axle - Loaded;41017 lb 18605 kg;['41017', 'lb'];['18605', 'kg']
EJ Articulated;730;Center Axle - Rated Load;29156 lb 13225 kg;['29156', 'lb'];['13225', 'kg']
EJ Articulated;730;Fuel Tank;108.8 gal (US) 412 l;['108.8', 'gal'];['412', 'l']
EJ Articulated;730;Cooling System;21.9 gal (US) 83 l;['21.9', 'gal'];['83', 'l']
EJ Articulated;730;Hydraulic System;29.1 gal (US) 110 l;['29.1', 'gal'];['110', 'l']
EJ Articulated;730;Engine Crankcase;10 gal (US) 38 l;['10', 'gal'];['38', 'l']
EJ Articulated;730;Transmission;12.4 gal (US) 47 l;['12.4', 'gal'];['47', 'l']
EJ Articulated;730;Final Drives/Differential;33 gal (US) 125 l;['33', 'gal'];['125', 'l']
EJ Articulated;730;Output Transfer Gear Box;6.3 gal (US) 24 l;['6.3', 'gal'];['24', 'l']
EJ Articulated;730;DEF Tank;5.3 gal (US) 20 l;['5.3', 'gal'];['20', 'l']
EJ Articulated;730;Lock to Lock;4.75 seconds @ 60 rpm 4.75 seconds @ 60 rpm;['4.75', 'seconds'];['60', 'rpm']
EJ Articulated;730;Brakes;ISO 3450 – 2011 ISO 3450 – 2011;['ISO', '3450'];['–', '2011']
EJ Articulated;730;Cab - FOPS;ISO 3449 Level II – 2005 ISO 3449 Level II – 2005;['ISO', '3449'];['–', '2005']
EJ Articulated;730;Cab - ROPS;ISO 3471 – 2008 ISO 3471 – 2008;['ISO', '3471'];['–', '2008']
EJ Articulated;730;Steering;ISO 5010 – 2007 ISO 5010 – 2007;['ISO', '5010'];['–', '2007']
EJ Articulated;730;Type;High strength Brinell HB450 wear resistant steel High strength Brinell HB450 wear resistant steel;['High', 'strength'];['resistant', 'steel']
EJ Articulated;730;Turning Dimensions - Clearance Radius;318 in 8075 mm;['318', 'in'];['8075', 'mm']
EJ Articulated;730;Turning Dimensions - SAE Turning Radius;294 in 7470 mm;['294', 'in'];['7470', 'mm']
EJ Articulated;730;Turning Dimensions - Steer Angle - Left/Right;45° 45°;['45°', '45°'];['45°', '45°']
EJ Articulated;730;Turning Dimensions - Inside Radius;152 in 3849 mm;['152', 'in'];['3849', 'mm']
EJ Articulated;730;Turning Dimensions - Aisle Width;214 in 5424 mm;['214', 'in'];['5424', 'mm']
EJ Articulated;730;Hydraulic Excavators: 336F/336F XE - Passes;5–6 5–6;['5–6', '5–6'];['5–6', '5–6']
EJ Articulated;730;Hydraulic Excavators: 349F/349F XE - Passes;4–5 4–5;['4–5', '4–5'];['4–5', '4–5']
EJ Articulated;730;Wheel Loaders: 966M/966M XE - Passes;4 4;['4', '4'];['4', '4']
EJ Articulated;730;Wheel Loaders: 972M/972M XE - Passes;3–4 3–4;['3–4', '3–4'];['3–4', '3–4']
EJ Articulated;730;Wheel Loader: 962M - Passes;4–5 4–5;['4–5', '4–5'];['4–5', '4–5']
EJ Articulated;730;Wheel Loader: 950M - Passes;5 5;['5', '5'];['5', '5']
EJ Articulated;730;Retract Time;15 s 15 s;['15', 's'];['15', 's']
EJ Articulated;730;Eject Time;12 s 12 s;['12', 's'];['12', 's']
Articulated Haul;735;Engine Model;Cat® C13 Cat® C13;['Cat®', 'C13'];['Cat®', 'C13']
Articulated Haul;735;Bore;5.1 in 130 mm;['5.1', 'in'];['130', 'mm']
Articulated Haul;735;Stroke;6.2 in 157 mm;['6.2', 'in'];['157', 'mm']
Articulated Haul;735;Displacement;736 in³ 12.5 l;['736', 'in³'];['12.5', 'l']
Articulated Haul;735;Peak Engine Torque Net (SAE J1349);1597 ft·lbf 2165 N·m;['1597', 'ft·lbf'];['2165', 'N·m']
Articulated Haul;735;Peak Engine Torque Speed;1200 r/min 1200 r/min;['1200', 'r/min'];['1200', 'r/min']
Articulated Haul;735;Net Power - SAE J1349;424 HP 316 kW;['424', 'HP'];['316', 'kW']
Articulated Haul;735;Emissions;The 735 meets Tier 4 Final and Stage V emission standards. The 735 meets Tier 4 Final and Stage V emission standards.;['The', '735'];['emission', 'standards.']
Articulated Haul;735;Peak Engine Torque Gross (SAE J1995);1614 ft·lbf 2188 N·m;['1614', 'ft·lbf'];['2188', 'N·m']
Articulated Haul;735;No Engine De-rating Below;12500 ft 3810 m;['12500', 'ft'];['3810', 'm']
Articulated Haul;735;Net Power - ISO 14396;429 HP 320 kW;['429', 'HP'];['320', 'kW']
Articulated Haul;735;Gross Power - SAE J1995;434 HP 324 kW;['434', 'HP'];['324', 'kW']
Articulated Haul;735;Engine Model - U.S. EPA Tier 4 Final/EU Stage V;Cat C13 Cat C13;['Cat', 'C13'];['Cat', 'C13']
Articulated Haul;735;Rated Payload;35.3 ton (US) 32 t;['35.3', 'ton'];['32', 't']
Articulated Haul;735;Heaped (SAE 2:1);26.2 yd³ 20 m³;['26.2', 'yd³'];['20', 'm³']
Articulated Haul;735;Struck;20.3 yd³ 15.5 m³;['20.3', 'yd³'];['15.5', 'm³']
Articulated Haul;735;Tailgate Heaped SAE 2:1;27.9 yd³ 21.3 m³;['27.9', 'yd³'];['21.3', 'm³']
Articulated Haul;735;Tailgate Struck;21.3 yd³ 16.3 m³;['21.3', 'yd³'];['16.3', 'm³']
Articulated Haul;735;Forward - 1;5 mile/h 8 km/h;['5', 'mile/h'];['8', 'km/h']
Articulated Haul;735;Forward - 2;9 mile/h 15 km/h;['9', 'mile/h'];['15', 'km/h']
Articulated Haul;735;Forward - 3;14 mile/h 23 km/h;['14', 'mile/h'];['23', 'km/h']
Articulated Haul;735;Forward - 4;22 mile/h 35 km/h;['22', 'mile/h'];['35', 'km/h']
Articulated Haul;735;Forward - 5;30 mile/h 48 km/h;['30', 'mile/h'];['48', 'km/h']
Articulated Haul;735;Forward - 6;35 mile/h 57 km/h;['35', 'mile/h'];['57', 'km/h']
Articulated Haul;735;Reverse - 1;6 mile/h 9 km/h;['6', 'mile/h'];['9', 'km/h']
Articulated Haul;735;Interior Cab;72 dB(A) 72 dB(A);['72', 'dB(A)'];['72', 'dB(A)']
Articulated Haul;735;Total - Loaded;126192 lb 57240 kg;['126192', 'lb'];['57240', 'kg']
Articulated Haul;735;Front Axle - Empty;34128 lb 15480 kg;['34128', 'lb'];['15480', 'kg']
Articulated Haul;735;Total - Rated Load;70548 lb 32000 kg;['70548', 'lb'];['32000', 'kg']
Articulated Haul;735;Rear Axle - Loaded;41270 lb 18720 kg;['41270', 'lb'];['18720', 'kg']
Articulated Haul;735;Rear Axle - Empty;10516 lb 4770 kg;['10516', 'lb'];['4770', 'kg']
Articulated Haul;735;Center Axle - Empty;11001 lb 4990 kg;['11001', 'lb'];['4990', 'kg']
Articulated Haul;735;Center Axle - Rated Load;30754 lb 13950 kg;['30754', 'lb'];['13950', 'kg']
Articulated Haul;735;Front Axle - Loaded;43166 lb 19580 kg;['43166', 'lb'];['19580', 'kg']
Articulated Haul;735;Total - Empty;55645 lb 25240 kg;['55645', 'lb'];['25240', 'kg']
Articulated Haul;735;Front Axle - Rated Load;9039 lb 4100 kg;['9039', 'lb'];['4100', 'kg']
Articulated Haul;735;Rear Axle - Rated Load;30754 lb 13950 kg;['30754', 'lb'];['13950', 'kg']
Articulated Haul;735;Center Axle - Loaded;41756 lb 18940 kg;['41756', 'lb'];['18940', 'kg']
Articulated Haul;735;Fuel Tank;108.8 gal (US) 412 l;['108.8', 'gal'];['412', 'l']
Articulated Haul;735;Cooling System;21.9 gal (US) 83 l;['21.9', 'gal'];['83', 'l']
Articulated Haul;735;Hydraulic System;29.1 gal (US) 110 l;['29.1', 'gal'];['110', 'l']
Articulated Haul;735;Engine Crankcase;10 gal (US) 38 l;['10', 'gal'];['38', 'l']
Articulated Haul;735;Transmission;12.3 gal (US) 56 l;['12.3', 'gal'];['56', 'l']
Articulated Haul;735;Final Drives/Differential;33 gal (US) 125 l;['33', 'gal'];['125', 'l']
Articulated Haul;735;Output Transfer Gear Box;5.5 gal (US) 25 l;['5.5', 'gal'];['25', 'l']
Articulated Haul;735;DEF Tank;5.3 gal (US) 20 l;['5.3', 'gal'];['20', 'l']
Articulated Haul;735;Raise Time;12 s 12 s;['12', 's'];['12', 's']
Articulated Haul;735;Lower Time;11 s 11 s;['11', 's'];['11', 's']
Articulated Haul;735;Lock to Lock;4.75 seconds @ 60 rpm 4.75 seconds @ 60 rpm;['4.75', 'seconds'];['60', 'rpm']
Articulated Haul;735;Brakes;ISO 3450 – 2011 ISO 3450 – 2011;['ISO', '3450'];['–', '2011']
Articulated Haul;735;Cab - FOPS;ISO 3449 Level II – 2005 ISO 3449 Level II – 2005;['ISO', '3449'];['–', '2005']
Articulated Haul;735;Cab - ROPS;ISO 3471 – 2008 ISO 3471 – 2008;['ISO', '3471'];['–', '2008']
Articulated Haul;735;Steering;ISO 5010 – 2007 ISO 5010 – 2007;['ISO', '5010'];['–', '2007']
Articulated Haul;735;Type;High strength Brinell HB450 wear resistant steel High strength Brinell HB450 wear resistant steel;['High', 'strength'];['resistant', 'steel']
Articulated Haul;735;Turning Dimensions - SAE Turning Radius;294 in 7470 mm;['294', 'in'];['7470', 'mm']
Articulated Haul;735;Turning Dimensions - Inside Radius;149 in 3793 mm;['149', 'in'];['3793', 'mm']
Articulated Haul;735;Turning Dimensions - Clearance Radius;318 in 8075 mm;['318', 'in'];['8075', 'mm']
Articulated Haul;735;Turning Dimensions - Steer Angle - Left/Right;45° 45°;['45°', '45°'];['45°', '45°']
Articulated Haul;735;Turning Dimensions - Aisle Width;212 in 5393 mm;['212', 'in'];['5393', 'mm']
Articulated Haul;735;Hydraulic Excavators: 336F/336F XE - Passes;5–6 5–6;['5–6', '5–6'];['5–6', '5–6']
Articulated Haul;735;Hydraulic Excavators: 349F/349F XE - Passes;4–5 4–5;['4–5', '4–5'];['4–5', '4–5']
Articulated Haul;735;Wheel Loaders: 972M/972M XE - Passes;3–4 3–4;['3–4', '3–4'];['3–4', '3–4']
Articulated Haul;735;Wheel Loader: 962M - Passes;4–5 4–5;['4–5', '4–5'];['4–5', '4–5']
Articulated Haul;735;Wheel Loader: 950M - Passes;5 5;['5', '5'];['5', '5']
Articulated Haul;735;Wheel Loaders: 966M/966M XE - Passes;4 4;['4', '4'];['4', '4']
Articulated Haul;735;Base Plate;0.51 in 13 mm;['0.51', 'in'];['13', 'mm']
Articulated Haul;735;Front Plate;0.28 in 7 mm;['0.28', 'in'];['7', 'mm']
Articulated Haul;735;Side Plates;0.43 in 11 mm;['0.43', 'in'];['11', 'mm']
EJ Articulated;740;Engine Model;Cat® C18 Cat® C18;['Cat®', 'C18'];['Cat®', 'C18']
EJ Articulated;740;Bore;5.7 in 145 mm;['5.7', 'in'];['145', 'mm']
EJ Articulated;740;Stroke;7.2 in 183 mm;['7.2', 'in'];['183', 'mm']
EJ Articulated;740;Displacement;1106 in³ 18.1 l;['1106', 'in³'];['18.1', 'l']
EJ Articulated;740;Net Power - SAE J1349;496 HP 370 kW;['496', 'HP'];['370', 'kW']
EJ Articulated;740;Engine Model - U.S. EPA Tier 4 Final, EU Stage V, Japan 2014 (Tier 4 Final), Korea Tier 4 Final;Cat C18 Cat C18;['Cat', 'C18'];['Cat', 'C18']
EJ Articulated;740;Net Power - ISO 14396;504 HP 376 kW;['504', 'HP'];['376', 'kW']
EJ Articulated;740;Gross Power - SAE J1995;511 HP 381 kW;['511', 'HP'];['381', 'kW']
EJ Articulated;740;Peak Engine Torque Net (SAE J1349);1887 ft·lbf 2558 N·m;['1887', 'ft·lbf'];['2558', 'N·m']
EJ Articulated;740;No Engine De-rating Required Below;10000 ft 3050 m;['10000', 'ft'];['3050', 'm']
EJ Articulated;740;Peak Engine Torque Gross (SAE J1995);1931 ft·lbf 2618 N·m;['1931', 'ft·lbf'];['2618', 'N·m']
EJ Articulated;740;Peak Engine Torque Speed;1200 r/min 1200 r/min;['1200', 'r/min'];['1200', 'r/min']
EJ Articulated;740;Emissions;The 740 EJ meets Tier 4 Final and Stage V emission standards. The 740 EJ meets Tier 4 Final and Stage V emission standards.;['The', '740'];['emission', 'standards.']
EJ Articulated;740;Rated Payload;42 ton (US) 38 t;['42', 'ton'];['38', 't']
EJ Articulated;740;Heaped (SAE 2:1);30.1 yd³ 23 m³;['30.1', 'yd³'];['23', 'm³']
EJ Articulated;740;Struck;23.5 yd³ 18 m³;['23.5', 'yd³'];['18', 'm³']
EJ Articulated;740;Forward - 1;3.8 mile/h 6.1 km/h;['3.8', 'mile/h'];['6.1', 'km/h']
EJ Articulated;740;Forward - 2;5 mile/h 8.1 km/h;['5', 'mile/h'];['8.1', 'km/h']
EJ Articulated;740;Forward - 3;7 mile/h 11.2 km/h;['7', 'mile/h'];['11.2', 'km/h']
EJ Articulated;740;Forward - 4;8.8 mile/h 14.1 km/h;['8.8', 'mile/h'];['14.1', 'km/h']
EJ Articulated;740;Forward - 5;11.6 mile/h 18.7 km/h;['11.6', 'mile/h'];['18.7', 'km/h']
EJ Articulated;740;Forward - 6;14.2 mile/h 22.9 km/h;['14.2', 'mile/h'];['22.9', 'km/h']
EJ Articulated;740;Forward - 7;19.6 mile/h 31.5 km/h;['19.6', 'mile/h'];['31.5', 'km/h']
EJ Articulated;740;Forward - 8;23.5 mile/h 37.9 km/h;['23.5', 'mile/h'];['37.9', 'km/h']
EJ Articulated;740;Reverse - 1;4 mile/h 6.4 km/h;['4', 'mile/h'];['6.4', 'km/h']
EJ Articulated;740;Reverse - 2;9.1 mile/h 14.6 km/h;['9.1', 'mile/h'];['14.6', 'km/h']
EJ Articulated;740;Forward - 9;34 mile/h 54.8 km/h;['34', 'mile/h'];['54.8', 'km/h']
EJ Articulated;740;Interior Cab;72 dB(A) 72 dB(A);['72', 'dB(A)'];['72', 'dB(A)']
EJ Articulated;740;Front Axle - Empty;44849 lb 20343 kg;['44849', 'lb'];['20343', 'kg']
EJ Articulated;740;Front Axle - Loaded;48548 lb 22021 kg;['48548', 'lb'];['22021', 'kg']
EJ Articulated;740;Center Axle - Loaded;57214 lb 25952 kg;['57214', 'lb'];['25952', 'kg']
EJ Articulated;740;Center Axle - Empty;17095 lb 7754 kg;['17095', 'lb'];['7754', 'kg']
EJ Articulated;740;Total - Empty;78623 lb 35663 kg;['78623', 'lb'];['35663', 'kg']
EJ Articulated;740;Rear Axle - Rated Load;40120 lb 18198 kg;['40120', 'lb'];['18198', 'kg']
EJ Articulated;740;Rear Axle - Empty;16515 lb 7491 kg;['16515', 'lb'];['7491', 'kg']
EJ Articulated;740;Front Axle - Rated Load;3534 lb 1603 kg;['3534', 'lb'];['1603', 'kg']
EJ Articulated;740;Center Axle - Rated Load;40120 lb 18198 kg;['40120', 'lb'];['18198', 'kg']
EJ Articulated;740;Total - Loaded;162399 lb 73663 kg;['162399', 'lb'];['73663', 'kg']
EJ Articulated;740;Total - Rated Load;83776 lb 38000 kg;['83776', 'lb'];['38000', 'kg']
EJ Articulated;740;Rear Axle - Loaded;56637 lb 25690 kg;['56637', 'lb'];['25690', 'kg']
EJ Articulated;740;Type;High Strength Brinell HB450 Wear Resistant Steel High Strength Brinell HB450 Wear Resistant Steel;['High', 'Strength'];['Resistant', 'Steel']
EJ Articulated;740;Chute;0.55 in 14 mm;['0.55', 'in'];['14', 'mm']
EJ Articulated;740;Front;0.28 in 7 mm;['0.28', 'in'];['7', 'mm']
EJ Articulated;740;Side;0.43 in 11 mm;['0.43', 'in'];['11', 'mm']
EJ Articulated;740;Base;0.55 in 14 mm;['0.55', 'in'];['14', 'mm']
EJ Articulated;740;Fuel Tank;145.3 gal (US) 550 l;['145.3', 'gal'];['550', 'l']
EJ Articulated;740;Cooling System;23.7 gal (US) 90 l;['23.7', 'gal'];['90', 'l']
EJ Articulated;740;Engine Crankcase;13.7 gal (US) 52 l;['13.7', 'gal'];['52', 'l']
EJ Articulated;740;Steering/Hoist Hydraulic System;36.9 gal (US) 140 l;['36.9', 'gal'];['140', 'l']
EJ Articulated;740;Transmission - OTG;19.8 gal (US) 75 l;['19.8', 'gal'];['75', 'l']
EJ Articulated;740;DEF Tank;5.3 gal (US) 25 l;['5.3', 'gal'];['25', 'l']
EJ Articulated;740;Axles - Each;15.8 gal (US) 60 l;['15.8', 'gal'];['60', 'l']
EJ Articulated;740;Final Drive - Each;1.3 gal (US) 5 l;['1.3', 'gal'];['5', 'l']
EJ Articulated;740;Brake Cooling Tank;17.7 gal (US) 67 l;['17.7', 'gal'];['67', 'l']
EJ Articulated;740;Lock to Lock;4.8 seconds @ 60 rpm 4.8 seconds @ 60 rpm;['4.8', 'seconds'];['60', 'rpm']
EJ Articulated;740;Brakes;ISO 3450 – 2011 ISO 3450 – 2011;['ISO', '3450'];['–', '2011']
EJ Articulated;740;Cab - FOPS;ISO 3449 Level II – 2005 ISO 3449 Level II – 2005;['ISO', '3449'];['–', '2005']
EJ Articulated;740;Cab - ROPS;ISO 3471 – 2008 ISO 3471 – 2008;['ISO', '3471'];['–', '2008']
EJ Articulated;740;Steering;ISO 5010 – 2007 ISO 5010 – 2007;['ISO', '5010'];['–', '2007']
EJ Articulated;740;Turning Dimensions - Aisle Width;233 in 5925 mm;['233', 'in'];['5925', 'mm']
EJ Articulated;740;Turning Dimensions - Inside Radius;173 in 4413 mm;['173', 'in'];['4413', 'mm']
EJ Articulated;740;Turning Dimensions - Clearance Radius;356 in 9045 mm;['356', 'in'];['9045', 'mm']
EJ Articulated;740;Turning Dimensions - SAE Turning Radius;339 in 8624 mm;['339', 'in'];['8624', 'mm']
EJ Articulated;740;Turning Dimensions - Steer Angle - Left/Right;45 deg 45 deg;['45', 'deg'];['45', 'deg']
EJ Articulated;740;Retract (manual);21 s 21 s;['21', 's'];['21', 's']
EJ Articulated;740;Eject (manual);17 s 17 s;['17', 's'];['17', 's']
EJ Articulated;740;Eject (automatic);16 s 16 s;['16', 's'];['16', 's']
EJ Articulated;740;Retract (automatic);21 s 21 s;['21', 's'];['21', 's']
EJ Articulated;740;Wheel Loader: 972 - Passes;4–5 4–5;['4–5', '4–5'];['4–5', '4–5']
EJ Articulated;740;Wheel Loader: 982 - Passes;4 4;['4', '4'];['4', '4']
EJ Articulated;740;Hydraulic Excavator: 374 - Passes;5 5;['5', '5'];['5', '5']
EJ Articulated;740;Hydraulic Excavator: 390 - Passes;4 4;['4', '4'];['4', '4']
EJ Articulated;740;Wheel Loader: 980 - Passes;4–5 4–5;['4–5', '4–5'];['4–5', '4–5']
GC Articulated;740;Engine Model;Cat® C15 Cat® C15;['Cat®', 'C15'];['Cat®', 'C15']
GC Articulated;740;Bore;5.4 in 137 mm;['5.4', 'in'];['137', 'mm']
GC Articulated;740;Stroke;6.75 in 171.5 mm;['6.75', 'in'];['171.5', 'mm']
GC Articulated;740;Displacement;926 in³ 15.2 l;['926', 'in³'];['15.2', 'l']
GC Articulated;740;No Engine De-rating Below;10000 ft 3050 m;['10000', 'ft'];['3050', 'm']
GC Articulated;740;Peak Engine Torque Speed;1200 r/min 1200 r/min;['1200', 'r/min'];['1200', 'r/min']
GC Articulated;740;Peak Engine Torque Net (SAE J1349);1670 ft·lbf 2264 N·m;['1670', 'ft·lbf'];['2264', 'N·m']
GC Articulated;740;Net Power - SAE J1349;439 HP 327 kW;['439', 'HP'];['327', 'kW']
GC Articulated;740;Engine Model - U.S. EPA Tier 4 Final/EU Stage V;Cat C15 Cat C15;['Cat', 'C15'];['Cat', 'C15']
GC Articulated;740;Gross Power - SAE J1995;452 HP 337 kW;['452', 'HP'];['337', 'kW']
GC Articulated;740;Net Power - ISO 14396;447 HP 333 kW;['447', 'HP'];['333', 'kW']
GC Articulated;740;Peak Engine Torque Gross (SAE J1995);1711 ft·lbf 2320 N·m;['1711', 'ft·lbf'];['2320', 'N·m']
GC Articulated;740;Emissions;The C15 engine meets Tier 4 Final and Stage V emission standards. The C15 engine meets Tier 4 Final and Stage V emission standards.;['The', 'C15'];['emission', 'standards.']
GC Articulated;740;Rated Payload;40 ton (US) 36.3 t;['40', 'ton'];['36.3', 't']
GC Articulated;740;Heaped (SAE 2:1);29.7 yd³ 22.7 m³;['29.7', 'yd³'];['22.7', 'm³']
GC Articulated;740;Struck;22.2 yd³ 17 m³;['22.2', 'yd³'];['17', 'm³']
GC Articulated;740;Tailgate Heaped SAE 2:1;31.9 yd³ 24.4 m³;['31.9', 'yd³'];['24.4', 'm³']
GC Articulated;740;Tailgate Struck;23.4 yd³ 17.9 m³;['23.4', 'yd³'];['17.9', 'm³']
GC Articulated;740;Forward - 1;4 mile/h 6.4 km/h;['4', 'mile/h'];['6.4', 'km/h']
GC Articulated;740;Forward - 2;5.3 mile/h 8.5 km/h;['5.3', 'mile/h'];['8.5', 'km/h']
GC Articulated;740;Forward - 3;7.3 mile/h 11.5 km/h;['7.3', 'mile/h'];['11.5', 'km/h']
GC Articulated;740;Forward - 4;9.2 mile/h 14.8 km/h;['9.2', 'mile/h'];['14.8', 'km/h']
GC Articulated;740;Forward - 5;12.2 mile/h 19.7 km/h;['12.2', 'mile/h'];['19.7', 'km/h']
GC Articulated;740;Forward - 6;14.9 mile/h 24 km/h;['14.9', 'mile/h'];['24', 'km/h']
GC Articulated;740;Reverse - 1;4.2 mile/h 6.8 km/h;['4.2', 'mile/h'];['6.8', 'km/h']
GC Articulated;740;Reverse - 2;9.8 mile/h 15.7 km/h;['9.8', 'mile/h'];['15.7', 'km/h']
GC Articulated;740;Forward - 8;24.7 mile/h 39.8 km/h;['24.7', 'mile/h'];['39.8', 'km/h']
GC Articulated;740;Forward - 7;20.6 mile/h 33.1 km/h;['20.6', 'mile/h'];['33.1', 'km/h']
GC Articulated;740;Forward - 9;35.7 mile/h 57.5 km/h;['35.7', 'mile/h'];['57.5', 'km/h']
GC Articulated;740;Interior Cab;72 dB(A) 72 dB(A);['72', 'dB(A)'];['72', 'dB(A)']
GC Articulated;740;Center Axle - Empty;14636 lb 6639 kg;['14636', 'lb'];['6639', 'kg']
GC Articulated;740;Rear Axle - Empty;14145 lb 6416 kg;['14145', 'lb'];['6416', 'kg']
GC Articulated;740;Center Axle - Rated Load;37670 lb 17087 kg;['37670', 'lb'];['17087', 'kg']
GC Articulated;740;Front Axle - Empty;42596 lb 19321 kg;['42596', 'lb'];['19321', 'kg']
GC Articulated;740;Total - Empty;71377 lb 32376 kg;['71377', 'lb'];['32376', 'kg']
GC Articulated;740;Center Axle - Loaded;51088 lb 23173 kg;['51088', 'lb'];['23173', 'kg']
GC Articulated;740;Front Axle - Loaded;49723 lb 22554 kg;['49723', 'lb'];['22554', 'kg']
GC Articulated;740;Total - Rated Load;80027 lb 36300 kg;['80027', 'lb'];['36300', 'kg']
GC Articulated;740;Rear Axle - Rated Load;37670 lb 17087 kg;['37670', 'lb'];['17087', 'kg']
GC Articulated;740;Rear Axle - Loaded;50594 lb 22949 kg;['50594', 'lb'];['22949', 'kg']
GC Articulated;740;Front Axle - Rated Load;4687 lb 2126 kg;['4687', 'lb'];['2126', 'kg']
GC Articulated;740;Total - Loaded;151405 lb 68676 kg;['151405', 'lb'];['68676', 'kg']
GC Articulated;740;Fuel Tank;145.3 gal (US) 550 l;['145.3', 'gal'];['550', 'l']
GC Articulated;740;Cooling System;23.7 gal (US) 90 l;['23.7', 'gal'];['90', 'l']
GC Articulated;740;Engine Crankcase;13.7 gal (US) 52 l;['13.7', 'gal'];['52', 'l']
GC Articulated;740;Axles - Each;15.8 gal (US) 60 l;['15.8', 'gal'];['60', 'l']
GC Articulated;740;Brake Cooling Tank;17.7 gal (US) 67 l;['17.7', 'gal'];['67', 'l']
GC Articulated;740;Transmission - OTG;19.8 gal (US) 75 l;['19.8', 'gal'];['75', 'l']
GC Articulated;740;DEF Tank;6.5 gal (US) 25 l;['6.5', 'gal'];['25', 'l']
GC Articulated;740;Steering/Hoist Hydraulic System;36.9 gal (US) 140 l;['36.9', 'gal'];['140', 'l']
GC Articulated;740;Final Drive - Each;1.3 gal (US) 5 l;['1.3', 'gal'];['5', 'l']
GC Articulated;740;Raise Time;12 s 12 s;['12', 's'];['12', 's']
GC Articulated;740;Lower Time;12 s 12 s;['12', 's'];['12', 's']
GC Articulated;740;Lock to Lock;4.75 seconds @ 60 rpm 4.75 seconds @ 60 rpm;['4.75', 'seconds'];['60', 'rpm']
GC Articulated;740;Brakes;ISO 3450 – 2011 ISO 3450 – 2011;['ISO', '3450'];['–', '2011']
GC Articulated;740;Cab - FOPS;ISO 3449 Level II – 2005 ISO 3449 Level II – 2005;['ISO', '3449'];['–', '2005']
GC Articulated;740;Cab - ROPS;ISO 3471 – 2008 ISO 3471 – 2008;['ISO', '3471'];['–', '2008']
GC Articulated;740;Steering;ISO 5010 – 2007 ISO 5010 – 2007;['ISO', '5010'];['–', '2007']
GC Articulated;740;Type;High strength Brinell HB450 wear resistant steel High strength Brinell HB450 wear resistant steel;['High', 'strength'];['resistant', 'steel']
GC Articulated;740;Turning Dimensions - SAE Turning Radius;303 in 7698 mm;['303', 'in'];['7698', 'mm']
GC Articulated;740;Turning Dimensions - Clearance Radius;330 in 8395 mm;['330', 'in'];['8395', 'mm']
GC Articulated;740;Turning Dimensions - Aisle Width;220 in 5595 mm;['220', 'in'];['5595', 'mm']
GC Articulated;740;Turning Dimensions - Steer Angle - Left/Right;45° 45°;['45°', '45°'];['45°', '45°']
GC Articulated;740;Turning Dimensions - Inside Radius;156 in 3960 mm;['156', 'in'];['3960', 'mm']
GC Articulated;740;Side Plates;0.43 in 11 mm;['0.43', 'in'];['11', 'mm']
GC Articulated;740;Base Plate;0.51 in 13 mm;['0.51', 'in'];['13', 'mm']
